index,premise,hypothesis,label
9529,이용섭 광주시장과 문인북구청장 등 주민들이 21일 오전 광주 북구 첨단2구역 신용근린공원에서 열린 식목일 나무심기 행사에서 아기동백나무를 심고 있다.,식목일 나무심기 행사에는 이용섭 광주시장만이 아기동백나무를 심고 있었다.,contradiction
9530,그리고 호스트도 반응이 빠르고 친절합니다.,호스트의 응답이 느리지 않습니다.,entailment
9531,무신론자로 살아오면서 처음으로 종교와 신앙을 이해할 수 있었습니다.,무신론자가 기독교에 대한 믿음을 이해하게 만든 영화입니다.,neutral
9532,서울특별시청은 2013년 1월 1일부터 생후 3개월 이상의 개들을 위한 동물 등록제를 시행할 것이라고 발표했습니다.,동물등록제 시행으로 반려견 유기율이 30% 정도 줄어들 것으로 기대된다.,neutral
9533,그러나 명서 부부는 아들이 살아 돌아올 것이라고 믿는다.,그 비문의 아들은 전쟁에 나간다.,neutral
9534,사업 예산으로 25억 원이 지원된다.,사업 예산이 지원되는 금액은 25억 원이다.,entailment
9535,전반적으로 여행자들에게 편리한 숙소라고 생각합니다.,거주민들에게 편리한 숙소가 아닌 것 같습니다.,neutral
9536,"6월 7일 금요일, 서울 광진경찰서는 5천원권으로 수만 장의 위조지폐를 만들어 유통한 혐의로 48세 남성에 대해 구속영장을 신청했다고 밝혔다.",위조지폐를 만든 남자는 전과가 있는 남자입니다.,neutral
9537,"헨리 8세가 교황을 무시하고 앤과 결혼한 후, 모어는 관직에서 물러났고 야심 찬 크롬웰의 음모로 체포되어 반역자로 처형되었다.",헨리 8세는 반역자로 체포되어 홀로 망명 생활을 했다.,neutral
9538,"억지웃음을 짜내는 장면도 많고, 웃음 포인트가 너무 간단해 모든 게 다 보인다.",웃음을 강요하는 장면들이 많았습니다.,entailment
9539,자신이 대리운전기사를 폭행했다고 밝힌 새정치연합 김현 의원이 오늘 경찰에 출석해 피해자와 함께 조사를 받았습니다.,김현 의원이 대리운전기사의 폭행 사건을 일으킨 것으로 전해졌다.,entailment
9540,지하철역에서 걸어서 10분 정도 걸립니다.,그곳까지 지하철로 5분 걸립니다.,neutral
9541,넷플릭스를 TV에서 제공하는 것도 좋았다.,넷플릭스는 TV에서도 볼 수 있다.,entailment
9542,"세월호 특별법에 따른 협상이 타결된 지 하루 만에 해제 이야기가 나왔고, 이틀째인 오늘은 협상의 한 축인 야당 원내대표가 사퇴했습니다.",협상을 주도하던 야당 원내대표가 오늘 사퇴했습니다.,entailment
9543,"티는 안 났지만, 새로운 시도가 정말 좋았어요.",영화는 끊임없이 새로운 것을 시도해야 합니다.,neutral
9544,나는 그 집의 위치와 시설이 너무 좋았어요.,집이 도시와 가까워서 위치가 좋았다.,neutral
9545,"만약 내가 뮌헨에 다시 온다면, 나는 이 숙소에 다시 머물 것이에요.",다시는 이 감옥에 있고 싶지 않아요.,contradiction
9546,에센스가 다량 함유되어 피부에 영양을 공급하고 자연광 연출에 도움을 줍니다.,그것은 에센스가 전혀 들어있지 않습니다.,contradiction
9547,당신 덕분에 발렌시아에서 잘 지냈어요.,발렌시아는 최고의 도시입니다.,neutral
9548,참가자로 선정되면 다양한 직업훈련을 통한 구직활동은 물론 4월부터 올해 말까지 9개월간 지정된 사업장에서 다양한 근무경력과 적정임금이 보장된다.,선발된 참가자들은 9개월 동안 활동하게 됩니다.,entailment
9549,저는 이 영화를 보고 좌절과 상처가 많이 아물었습니다.,답답함과 상처를 더 심하게 만든 영화였다.,contradiction
9550,트랙전공제는 학과 간 장벽을 없애고 복수전공을 할 수 있는 제도다.,육상 전공으로 학생들은 복수 전공을 할 수 있습니다.,entailment
9551,넷플릭스를 TV에서 제공하는 것도 좋았다.,넷플릭스는 유료로 제공되었다.,neutral
9552,"야당은 오늘까지 3자 협의회의 안건을 받지 못하면 대출 투쟁을 벌여야 한다는 입장이고, 여당도 변한 게 없다.",야당이 임대 투쟁도 있을 수 있다고 알려왔다.,entailment
9553,중소벤처기업부는 이 같은 매출 호조가 라이브커머스 등 다양한 비대면 판매 채널과 함께 동반판매 특유의 파격적인 혜택이 있었기에 가능했다고 분석하고 있다.,증기부는 이 같은 판매 호조는 비대면 판매 채널과 무관하다고 밝혔다.,contradiction
9554,지역별 주차장 설치가 탄력적으로 운영될 수 있도록 지방자치단체 조례 위임 범위도 확대된다.,그 지역은 지방자치단체의 조례 위임 범위에 대해 항의하고 있다.,neutral
9555,"이밖에도 동아시아 역도선수권대회, 세계펜싱선수권대회, 럭비세븐스싱가포르투어 등 많은 대회가 중단됐다.",럭비 세븐스 싱가포르 투어가 진행 중입니다.,contradiction
9556,네프는 자신의 고객인 디트릭슨에게 자동차 보험을 연장해 달라고 말하기 위해 그의 집으로 가서 매력적인 부인을 만난다. 필립 디트릭슨.,Nef는 그 부인을 만나기 위해 그의 집을 방문하지 않았다. 필립 디트릭슨.,entailment
9557,"서태후는 자신보다 코트에서 계급이 높은 동태후를 비롯해 함풍제의 여섯째 동생인 호호이 궁네르추커 진왕 이하인, 일곱째 동생 호호이 굴루 진왕 이후완 등이 출전한다.",서태후는 사람들을 끌어안고 정치적 격변을 일으킨다.,neutral
9558,다만 거래액은 업계 1위인 이베이코리아에 크게 못 미치는 5조원대에 머물고 있다.,거래금액만 놓고 보면 업계 1위인 이베이코리아를 크게 웃돌았다.,contradiction
9559,"2012년 2월 7일, 한나라당은 국회 비상대책위원회 회의에서 한나라당의 새로운 상징을 채택하기로 합의했다.",한나라당은 여당이 새로운 상징으로 바꾸는 것에 반대했다.,contradiction
9560,하지만 나는 2박 동안 편안하고 잘 지냈어.,나는 이틀 밤을 불편하게 보냈다.,contradiction
9561,유지호는 메시지가 올 때마다 미소를 지었다.,모든 메시지가 유지호를 미소 짓게 만들었다.,entailment
9562,25년 후 다시 보고 싶게 만든 추억의 드라마.,재방송 소식을 듣고 너무 기뻤던 드라마.,neutral
9563,국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,국세청은 지난해 1분기 매출 기준 감면 사업자가 약 136만명에 이를 것으로 전망했다.,entailment
9564,"그동안 지역주민을 고용해 연매출 18억원을 기록했으며, 판로확보가 어려운 지역농가로부터 3억2000만원의 농산물을 매입하는 등 지역경제에 기여하고 있다.",지역주민을 고용해 연간 18억원의 당기순이익을 기록했다.,contradiction
9565,아울러 구내식당을 운영하지 않고 외부음식점을 이용하는 경우에도 점심시간 시차 운영은 부서에서 안내한다.,구내식당을 운영하면서 외부식당을 이용할 경우 부서별 점심시간 시차 운영지도를 받지 않는다.,neutral
9566,그들과 함께 하는 말의 고통이 너무 커서 감상하는 어려움을 포기하겠습니다.,그들과 함께 하는 말의 아픔은 일상에서 본 적이 없다.,neutral
9567,"이밖에도 해수욕장이 위치한 보길도에는 여러 유적지가 있는데, 그중에서도 윤선도 유적지인 세연정이 있어 조용한 분위기와 함께 차분한 여행을 즐길 수 있다.",보길도 섬에는 해변이 없습니다.,contradiction
9568,주방 공간도 넓어 취사가 편리하다.,부엌이 넓으면 요리하기 편해요.,entailment
9569,"화재피해기업, 사회적경제기업 등 지원범위를 확대하고 주요 정책의 원활한 추진을 위해 상벌규정을 정비하는 것이 골자다.",상벌규정 개편이 주요 정책을 원활하게 추진하기 위해서다.,entailment
9570,현재까지는 설립 절차가 차질 없이 진행되고 있다.,80%의 설립 절차가 진행 중입니다.,neutral
9571,졸업을 앞둔 18세 고등학생 서터 킬리는 사소한 이유로 여자친구 캐시와 헤어진다.,킬리는 대학생입니다.,contradiction
9572,이 과정에서 일자리 20만9000개를 창출할 계획이다.,1년에 걸쳐 약 30만 개의 일자리를 창출할 계획이다.,neutral
9573,세상 모든 사람이 맛있는 음식을 먹고 행복해지는 것이 꿈인 소녀 장금은 궁녀의 권유로 궁궐에 들어가 진정한 요리를 배우는 것이다.,장금은 궁궐에 들어가 의로운 여자가 된다.,contradiction
9574,감독은 한국 관객들이 영화를 이해하지 못한다고 불평한다.,감독은 한국 관객들이 영화를 잘 이해했다고 말한다.,contradiction
9575,"인근에 숙박시설, 식당, 커피숍 등 인프라가 잘 갖춰져 있다.",주변에 기반 시설이 없습니다.,contradiction
9576,고용보험 가입률이 낮은 자영업자·소상공인을 위한 창업·재기 지원도 한다.,고용보험 가입률이 낮은 자영업자도 있다.,entailment
9577,아울러 사회복지시설 재개 위험을 최소화하기 위해 지자체가 철저히 준비하고 현장점검을 실시해 줄 것을 당부했다.,지자체는 철저한 준비와 원격 점검이 필요했다.,contradiction
9578,"저는 일본 드라마를 별로 좋아하지 않지만, 강력 추천합니다.",일은 보통 유치하다.,neutral
9579,그리고 냉장고 안에는 내가 모르는 음식들도 있었다.,음식에 정체를 알 수 없는 곰팡이가 피었습니다.,neutral
9580,"아버지는 민친여학교, 기숙학교, 사립학교에 세라를 입학시키고 인도로 가십니다.",민친여학교는 공립 학교입니다.,contradiction
9581,1993년 9월 17일 카툰 네트워크는 영국 지사에서 유럽 전역에 영어 채널을 방송하기 시작했다.,카툰 네트워크 영어 채널은 여전히 전송 중입니다.,neutral
9582,나와 아이가 한 번쯤은 꼭 봐야 하는 애니메이션.,당신의 남편이 당신과 함께 봐야 할 애니메이션 영화.,neutral
9583,얼핏 보면 지자체와 공기업 간 단순한 공방전이지만 좀 더 들여다보면 차기 대선을 꿈꾸는 안희정 충남지사와 현 정부의 마찰로도 볼 수 있다.,안희정 충남지사가 차기 대권 주자로 나섰다.,contradiction
9584,독립된 공간에서 집이 깨끗하고 귀엽습니다.,그 청소부는 매일 집을 청소합니다.,neutral
9585,환경서비스 분야 진출을 확대해 고객 만족도를 높인다.,환경서비스 분야 진출을 확대해 고객 만족도를 높인다.,entailment
9586,2012년 8월 25일 헌법재판소는 한정식별제가 위헌이라는 결정을 내렸다.,낙태는 2012년 8월 25일 위헌으로 판결되었다.,neutral
9587,대리운전기사를 폭행한 혐의로 기소된 세월호 단원고 유가족들이 오늘 서울 영등포경찰서에 출석했습니다.,세월호 단원고 유가족들이 4시간 동안 경찰 조사를 받았다.,neutral
9588,우선 국산 전기차의 경쟁력 강화를 위해 전기차의 성능과 부품 개선을 위한 기술개발 사업을 적극 지원한다.,국산 전기차의 경쟁력 강화를 위한 기술개발 사업을 적극 지원한다.,entailment
9589,이와 함께 파라솔과 물놀이 장비 대여를 중단하고 20분 간격으로 방역수칙 준수사항 등을 방송할 계획이다.,파라솔과 물놀이 장비 등 임대차 계약이 한 달간 중단된다.,neutral
9590,마법광장에는 어린이를 동반한 가족단위 관광객이 즐길 수 있는 체험이 가득하다.,마법 광장은 가족 단위 관광객들로만 가득합니다.,neutral
9591,에밀리아노 살라가 처음 실종 신고가 접수된 뒤 탑승했다고 덧붙였다.,에밀리아노 살라는 실종 신고가 접수된 뒤 차량에 타고 있었다.,neutral
9592,근처에 슈퍼마켓과 채소 가게가 많아서 편리해요.,근처에 슈퍼마켓과 채소 가게가 있어서 편리해요.,entailment
9593,초등학교 3학년 때 이사 온 지 10년이 다 돼가던 청년 페이프는 고향 정동진으로 돌아온다.,페이프는 움직인 적이 없어,contradiction
9594,예약일에 해수욕장에 위치한 매니저에게 확인 후 발열검사를 완료하여 사용할 수 있습니다.,주차장에 비치 매니저가 있습니다.,neutral
9595,그래서 리스본에 대한 첫인상이 더 좋았다.,리스본에 대한 나의 첫인상은 별로야.,contradiction
9596,경찰은 상태가 좋지 않아 피해자가 가해자를 다시 검거하는 데 4주 이상이 걸릴 것으로 보고 있다.,가해자는 2주 안에 다시 체포될 것으로 보인다.,contradiction
9597,지역과 민간으로 확산돼 대한민국을 역동적으로 변화시킬 것이다.,국민은 역동적인 대한민국을 만들 것입니다.,neutral
9598,게다가 이 영화는 개표 프로그램을 해킹하고 개표 방송을 할 가능성에 대한 의혹을 제기한다.,이 영화는 부정 선거에 대한 의혹만 제기할 뿐이다.,contradiction
9599,굉장히 재미없는 가운데 무서운 장면이 없다.,무서운 장면은 절대 없습니다.,entailment
9600,저렴한 가격에도 나쁘지 않은 것이 장점이다.,위치도 좋고 가격도 비싸지 않아요.,entailment
9601,전반적으로 매우 만족스러운 숙소였습니다.,저는 전반적으로 숙소가 매우 마음에 들었습니다.,entailment
9602,세계인이 한목소리로 진실을 말하는 한국의 입장을 지지한다면 세계유산위원회는 결코 이를 외면하지 않을 것이다.,세계인이 지지한다고 해도 세계유산위원회는 분명히 외면할 것이다.,contradiction
9603,독일 유학 3년 만에 돌아온 민상철은 음악대학 동기였다.Seop의 인기에 놀랐어요.,민상철은 독일에서 공부하고 있습니다.,contradiction
9604,받침대에 아들이 있다는 사실에 충격을 준 영화입니다.,그 받침대에는 아들이 있다.,entailment
9605,"베이컨 등 재료를 사각어묵에 섞어 업그레이드 한 베이컨 야채 접이식 사각어묵, 모듬꼬치 어묵 등이 대표 상품이다.",대표적인 제품이 가장 잘 팔립니다.,neutral
9606,호스트는 친절하고 적당히 빠르게 반응합니다.,그 주인은 불친절하지 않아요.,entailment
9607,삼성은 이날 행사에서 50년 역사의 발자취를 소개하고 끊임없는 혁신을 통해 누구나 기술의 혜택을 누릴 수 있도록 한 단계 도약하겠다는 의지를 밝혔다.,삼성은 지속적인 혁신으로 도약할 것이라고 말했다.,entailment
9608,나는 감성적인 음악 대사와 사운드를 다 좋아해요. 특히 배우들의 연기가.,음악은 사람의 마음을 자극한다.,neutral
9609,특히 코코아는 지난 한 해 동안 120만 톤의 세계 최대 생산량을 기록했다.,백만 톤 이상의 코코아가 지난 해에 생산되었습니다.,entailment
9610,"우선, 숙소가 매우 깨끗합니다.",숙소가 너무 엉망이에요.,contradiction
9611,제인의 애틋한 헌신으로 희망을 얻은 스티븐은 자신의 천재성을 발휘해 학계를 놀라게 한 연구로 그토록 원하던 물리학 박사학위를 취득한다.,스티븐은 물리학 박사에는 관심이 없었다.,contradiction
9612,"수면제 없이는 잠을 잘 수 없는 사람들에게, 그것은 더 강력한 수면 영화입니다.",잠자는 영화.,entailment
9613,저는 평점이 공정해야 한다고 생각했어요.,마음속으로 평점이 공정해야 한다고 생각한다.,entailment
9614,이에 따라 보건복지부는 이 같은 불편사항을 개선함으로써 치매노인과 가족들이 7월 1일부터 거주지 인근 치매안심센터를 이용할 수 있게 됐다고 밝혔다.,오는 7월 1일부터 치매노인과 그 가족이 주소 제한 없이 거주지 인근 치매안심센터를 이용할 수 있게 된다.,entailment
9615,여기 머물게 되어 정말 기쁜 것 같아요.,내가 여기에 머문 것은 우연이었다.,neutral
9616,홍등이 나오는 장예모 영화로는 단연 최고다.,빨간불은 장예모 영화입니다.,entailment
9617,"어제 검찰과 국회의원 간 이례적인 추격전이 벌어졌는데, 개인 비리와 입법 비리에 연루된 여야 의원 5명이 모두 영장실질심사에 출석했습니다.",비리 관련 여야 의원 5명이 적발됐다.,entailment
9618,"이 가운데 사형 984명, 무기징역 475명, 유기징역 2944명, 무기징역 1018명 등 279명이 기소를 취하하고 기소를 기각했다.",형을 선고받은 사람들은 전체의 5/6이었다.,neutral
9619,"김상중은 GOT7 멤버들과 한 줄로 서서 춤을 추었고, 모두가 손을 들어 올리는 군무도 선보였다.",김상중은 춤을 추지 않았다.,contradiction
9620,지난해 11월 민중총궐기대회에서 경찰 물대포를 맞고 중태에 빠진 백남기 농민이 25일 오후 2시14분 서울대병원 중환자실에서 숨졌다.,경찰이 농민들에게 물대포를 사용했지만 인명피해는 없었다.,contradiction
9621,하루에 한 번은 옥상에 올라간 것 같아요.,저는 매일 옥상에 올라갔습니다.,entailment
9622,"교복지원 대상 학교에는 한복디자이너와 시제품이, 교복지원 대상이 아닌 학교에는 교복이 지원된다.",신입생 교복 지원 대상이 아닌 학교에 한복디자이너가 파견된다.,contradiction
9623,군은 8월에 기반시설과 건설을 시작할 계획이다.,그 카운티는 8월에 공사를 시작할 예정이다.,entailment
9624,아이 두 명과 어른 세 명과 함께 지내는 데는 문제가 없었다.,어른들만 머물 수 있습니다.,contradiction
9625,근처에는 바다가 보이는 식당이 많습니다.,그것은 근처에 있는 산악 벽지입니다.,contradiction
9626,본 윌리엄스의 마지막 세 개의 교향곡은 모두 80세 이상의 나이에 완성되었다.,윌리엄스는 그의 80번째 생일이 될 때까지 그의 일을 했다.,entailment
9627,이밖에도 고양시 등 시·군의 향후 일자리 정책을 위한 사례를 점검하고 각계 전문가들의 의견을 듣는 시간도 가졌다.,타 시·군 사례점검에 앞서 전문가의 의견을 듣는 시간을 가졌다.,contradiction
9628,2020년 키르기스스탄 총선이 부정선거였다는 사실이 알려지면서 시위의 불씨가 붙었다.,2020년 미국 대선은 부정선거였다.,neutral
9629,폴 워커는 허풍만 가득한 속편에 출연한다.,그 속편은 허풍으로 가득 차 있었다.,entailment
9630,남극 관측자 중 한 명인 니시무라 준의 임무는 남극 돔 후지 천문대에서 겨울을 나는 여덟 명의 멤버들을 위한 식사를 준비하는 것이다.,니시무라 준은 멤버들을 위한 식사를 준비하는 임무를 맡고 있다.,entailment
9631,조용한 여행을 원하는 사람들에게 좋습니다.,혼자만의 조용한 여행을 원하는 여행자들에게 좋습니다.,neutral
9632,마이클 오브라이언 대외협력국장이 사회를 맡아 양측은 지난 시간 동안의 협력 결과를 재평가하고 향후 협력 방안을 논의했다.,양측은 협조적이었다.,entailment
9633,김 경위도 눈시울이 붉어진 채 레오를 바라봤다.,김 경위도 눈시울이 붉어진 채 레오를 바라봤다.,entailment
9634,"이 전쟁의 승리로 손권은 예감이 형주를 노릴 것이라는 두려움에서 벗어났고, 이후 동남권 토박이인 백월로 눈을 돌릴 수 있었다.",손권은 두려움에 백월에게 의지할 수 없다.,contradiction
9635,응급안전진단 서비스도 조속히 완료할 계획이다.,긴급 안전진단 서비스를 신속하게 완료할 계획이다.,entailment
9636,계약 만료 2개월 전에 세입자가 계약 해지 또는 임대료 인상 통지를 받지 않으면 그대로 임대차 계약을 갱신하는 것으로 본다.,계약 만료 2개월 전에 임차인에게 계약해지 통보를 하더라도 임대차 계약은 그대로 재계약하는 것으로 본다.,contradiction
9637,"외부 공간에는 잔디밭과 야외 갤러리, 편의시설도 조성해 편하게 관람하고 쉴 수 있도록 했다.",아직 우주 밖에서는 아무것도 생성되지 않았습니다.,contradiction
9638,"5월 25일, 흑인 조지 플로이드가 8분 46초 동안 백인 경찰관의 무릎에 눌려 사망했다.","5월 25일, 백인 경찰관이 흑인을 살해하는 사고가 발생했다.",entailment
9639,다른 평과 마찬가지로 정말 다이빙을 하는 줄 알았다.,다른 평과 달리 다이빙하는 줄 알았어요.,contradiction
9640,"사람들은 이야기를 왜곡하려고 하지만, 좋은 영화라기보다는 싸구려 쇼를 보는 것 같아.",싸구려 쇼보다는 좋은 영화를 본 느낌이야.,contradiction
9641,아침에 먹은 크루아상도 정말 맛있었어요.,크루아상이 너무 맛이 없었어.,contradiction
9642,코미디언 샘 해밍턴의 아들인 윌리엄 해밍턴은 코미디언 오나미에게 깜짝 청혼을 했다.,제안을 받은 개그맨의 이름은 오나미입니다.,entailment
9643,문 바로 앞에 지하철이 있습니다.,문에서 멀리 떨어진 곳에 지하철이 있습니다.,contradiction
9644,김용기 일자리위원회 부위원장이 22일 오전 서울 프레스센터에서 열린 제16차 일자리위원회에서 모두발언을 하고 있다.,김용기 일자리위원회 부위원장이 30분째 발언을 하고 있다.,neutral
9645,내가 여태까지 머물렀던 숙소 중 정말 최악이야.,내가 여태까지 머물렀던 숙소 중 최악이었어.,entailment
9646,이는 세계 주요국 대부분이 추구하는 국제적 흐름이며 선택이 아니라 국가 생존의 문제라는 점에서 경제학자들은 대체로 이 방향에 공감하고 있다.,이것은 국제적인 추세이며 국가적 생존 문제입니다.,entailment
9647,"다음날 병원 의사들이 에드워드 박사가 병원에 오기 전 함께 일했던 여행비서에게 전화를 걸면, 그녀는 에드워드 박사의 사진을 의사들에게 보여준다.",에드워드 박사와 함께 일했던 여성 비서가 박사의 사진을 갖고 있었다.,entailment
9648,"북챌린지 1,000여명에는 300여명의 어린이가 참여하고 있으며, 이미 2명의 어린이가 1,000여권의 책을 달성해 배준형씨를 시상했다.",헤븐 북 챌린지는 성인들만 참가할 수 있었습니다.,contradiction
9649,그 주인은 친절하고 여행 팁을 많이 줍니다.,주인이 불친절하다.,contradiction
9650,옛날에 봤는데 아직도 기억이 나요.,전에 본 영화입니다.,entailment
9651,남편 파라딘 대령을 독살한 혐의로 감옥에 갇힌 마달레나 패러딘은 교도소에서 파커 경의 소개로 신뢰받는 변호사 앤토니 킨을 만난다.,앤서니 킨을 부인에게 소개한 파커 경. 파라딘은 파라딘 대령의 친한 친구입니다.,neutral
9652,"이 가운데 교통사고 대부분이 경미한 사고로 부상자는 59명, 사망자는 없는 것으로 나타났다.",교통사고로 다친 사람은 현재 병원에서 치료를 받고 있는 것으로 파악됐다.,neutral
9653,이 서비스는 구직자가 워크넷에 로그인해 이력서를 등록하면 직무 역량에 맞는 일자리를 자동으로 추천해주는 서비스다.,이 서비스는 구직자에게 직무역량에 맞는 일자리를 추천해주는 서비스다.,entailment
9654,이들이 중국 보이스피싱 조직에 전달한 전화번호로 국내에서 135명 10억원 상당의 사기 피해를 본 것으로 추산됐다.,중국 보이스피싱 조직이 전화번호로 국내에서 보이스피싱 피해자를 만들었다.,entailment
9655,몸 관리뿐만 아니라 노래와 춤도 연습해야 합니다.,여러분은 여러분의 몸도 돌봐야 합니다.,entailment
9656,"뉴스레터는 광고를 통해 자금을 조달할 수 있고, 독자들은 무료로 양질의 정보를 얻을 수 있다.",오직 독자들만이 광고를 통해 자금을 모을 수 있습니다.,contradiction
9657,시골에서 올라온 대학생 콘스탄스는 파리의 한 아파트에서 혼자 사는 혈기 왕성한 앙리의 집에 살고 있다.,헨리와 코탄은 함께 삽니다.,entailment
9658,"역 근처인데, 보안은 잘 된 것 같아.",보안은 걱정 안 하셔도 됩니다.,entailment
9659,이와 함께 5월에는 소속 공무원을 대상으로 적조예보 강화를 위한 직무교육을 실시하고 6월에는 양식어업인을 대상으로 여름철 어장관리 및 적조대응 교육을 실시할 계획이다.,소속 공무원을 대상으로 한 직무교육은 적조 예보를 강화하기 위한 것이다.,entailment
9660,모델 겸 배우 배정남은 자신이 탑승하고 있는 동네를 찾아 자신이 몰랐던 어린 시절에 대한 이야기를 들었다.,배정남이 어머니로부터 어린 시절의 이야기를 들었다.,neutral
9661,"명란 아보카도 비빔밥, 아보카도 샌드위치, 샐러드 등이 아보카도를 이용한 요리로 추천됐다.",아보카도 요리가 추천되면서 아보카도 소비가 급증했다.,neutral
9662,주제는 정말 좋았지만 조금 아쉬웠습니다.,주제는 좋은 영화입니다.,entailment
9663,3분 거리에 편의점도 있어 한적한 동네다.,편의점으로 가는 길이 매우 시끄러워요.,contradiction
9664,이라크 북부 고대 유적 발굴에 참여했던 옛 신부 메린은 아시아의 술상이 발견된 뒤 무서운 악령이 되살아나는 기분으로 미국으로 돌아온다.,메린은 겁에 질려 집 밖으로만 나올 수 있다.,neutral
9665,깨끗한 숙소로 지낼 수 있어서 너무 좋았어.,나는 숙소에 머무르고 싶었다.,neutral
9666,"가격, 위치, 청결도가 모두 뛰어났습니다.",가격이 아주 좋아서 좋았습니다.,entailment
9667,하지만 프라이팬은 오래돼서 사용하기 어려웠습니다.,프라이팬을 사용하는 것은 불편했습니다.,entailment
9668,먼저 이장의 경우 활동수당 외에 2년에 1회 건강검진비와 월 통신비 일부를 지원하고 독감 예방접종 및 업무수첩도 제공한다.,이장은 통신비의 20%를 받습니다.,neutral
9669,카탈루냐에 파견된 최고위급 관리 엔리치 미요는 투표 자체가 불가능하다고 주장한다.,카탈루냐에 파견된 최고위 관료는 페드로 산체스가 유일하다.,contradiction
9670,다만 디스플레이광고법에 따르면 공익성을 갖고 상품과 서비스의 구매를 유도하지 않으면 기만광고에 해당하지 않는다.,대중의 관심과 기만 광고는 전혀 관련이 없다.,contradiction
9671,버스 정류장과 노상 자동차 정류장이 가깝습니다.,지하철역도 가깝습니다.,neutral
9672,73조5000억원 규모의 금융시장 안정화 프로그램이 12조6000억원의 집행실적을 기록했다.,실행 성능은 시간이 지남에 따라 점차 증가하고 있습니다.,neutral
9673,관광지에서 충분히 걸어보세요.가지고 다닐 수 있는 곳이고 가지고 다닐 수 있는 곳이에요.,관광지까지 걸어가기에는 너무 멀어요.,contradiction
9674,최고의 호스트 체크인부터 체크아웃까지 모든 것이 완벽했다.,호스트가 체크아웃을 도왔습니다.,neutral
9675,"콘코바르 왕과 울라의 귀족들이 마법의 새떼를 사냥하러 가자, 데크티너가 따라간다.",마법의 새들은 합법적으로 왕족과 귀족들만 사냥할 수 있습니다.,neutral
9676,또 기존 시스템에 비해 전력소모량이 100분의 1 이하로 낮아질 전망이다.,일부는 기존 시스템에 비해 전력소비를 낮출 수 있을 것으로 보인다.,entailment
9677,"그들은 블로거, 인스타그램, 페이스북에서 두각을 나타내는 대학생, 여행 작가, 파워 블로거, 다문화가족 등 다양한 멤버들로 구성되었다.",대학생들은 인스타그램과 페이스북에 관심이 많다.,neutral
9678,한적한 골목 모퉁이에 작은 커피숍이 있다.,그 커피숍은 번화한 골목 모퉁이에 있습니다.,contradiction
9679,해안지역을 연계해 광역관광벨트를 형성하겠다는 계획도 남해안 광역관광노선의 효율적인 연계를 통해 동북아의 새로운 관광기지로 성장을 유도한다.,남해안 광역관광노선이 효율적으로 연결돼 기존 동북아 관광허브의 위상을 공고히 할 뿐이다.,contradiction
9680,"알라딘은 바깥 세상에 사는 노란 머리의 소년 알리바바를 만났고, 처음에는 알리바바에게 문제를 일으켜 미움을 받았다.",알라딘은 알리바바 문제를 일으킨 것을 후회합니다.,neutral
9681,도이체방크가 설립되기 전 독일 수출입업체들은 글로벌 시장에서 미국과 프랑스 금융기관에 의존했다.,도이체방크가 설립된 이후 독일 수출기업들은 미국 금융기관에 의존해 왔다.,neutral
9682,그리고 그곳은 조명이 정말 좋은 아파트였어요.,조명만 마음에 들었어요.,neutral
9683,이 영화를 보는 것 자체가 부끄럽습니다.,이 영화에 나오는 한국인들은 부끄럽습니다.,neutral
9684,달스턴에 있는 조용하고 쾌적한 숙소입니다.,달스턴의 모든 숙박시설은 조용하고 쾌적하다.,neutral
9685,저는 렌터카 주차 때문에 여기에 머물렀어요.,난 여기 머물지 않았어.,contradiction
9686,최근 편의시설을 확충해 캠핑하기에도 좋다.,최근 편의시설이 확충되고 있다.,entailment
9687,시상식이 끝난 후 방탄소년단 멤버들은 기념촬영을 위해 무대 중앙에 섰다.,방탄소년단은 시상식을 끝내지 못했다.,contradiction
9688,"정은경 중앙질병관리본부장은 22일 사회복지시설 운영 재개에 대해 시설관리자와 종사자, 이용자에게 각별한 관심을 당부했다.","홍준표 중앙질병관리본부장이 시설관리자와 종사자, 이용자에게 각별한 주의를 당부했다.",contradiction
9689,영화 자체는 재미있지만 과장되어 있고 평점 조정에 1점을 준다.,원래는 영화에 2포인트를 주려고 했어요.,neutral
9690,잔인한 특수효과 없이 공포와 스릴러의 정도를 보여준다.,잔인한 특수효과를 통해 공포와 스릴러의 정도를 보여줍니다.,contradiction
9691,한나와 우진은 산에서 위기를 겪자 위험에 처한 해나를 찾아가 구하며 회사 워크숍에서 더욱 가까워진다.,우진은 한나가 괴로워할 때 모른 척했다.,contradiction
9692,제 친구 이름이 춘희라서 10점을 드립니다.,내 친구 중 한 명은 춘희입니다.,entailment
9693,"이 폭발로 적어도 150명이 부상을 입은 가운데, 이 공격이 이루어졌다는 주장은 아직 나오지 않았다.",그 폭발로 100명 이상의 사람들이 부상을 입었다.,entailment
9694,당신은 불편함 없이 편하게 쉴 수 있습니다.,서로 사이좋게 지내는 것은 불편합니다.,neutral
9695,"노태우는 1212년 군사반란의 주범으로, 관련 사건 범행과 518사건 등으로 복역이 취소됐지만 아직 돌려주지 않고 있다.",노태우의 서예는 아직 반환되지 않았다.,entailment
